date,region,product,customer_segment,revenue,units
2025-09-01,North America,Analytics Suite,SMB,269.44,5
2025-09-01,LATAM,Insight Pro,Enterprise,4632.05,1
2025-09-01,Europe,Data Connector,SMB,216.46,5
2025-09-01,Europe,Analytics Suite,SMB,176.46,2
2025-09-01,Europe,Analytics Suite,Mid-Market,709.99,2
2025-09-01,APAC,Dashboard Builder,Mid-Market,654.29,4
2025-09-02,APAC,Analytics Suite,SMB,273.61,4
2025-09-02,Europe,Analytics Suite,SMB,262.98,3
2025-09-02,North America,Insight Pro,SMB,231.52,2
2025-09-02,Europe,Dashboard Builder,Mid-Market,1090.08,3
2025-09-02,Europe,Data Connector,SMB,356.9,6
2025-09-03,APAC,Analytics Suite,Enterprise,3790.42,1
2025-09-03,Europe,Data Connector,SMB,170.56,5
2025-09-03,North America,Analytics Suite,Enterprise,50.0,1
2025-09-03,APAC,Insight Pro,Mid-Market,664.84,1
2025-09-03,North America,Data Connector,SMB,235.88,3
2025-09-03,North America,Data Connector,Mid-Market,1097.32,4
2025-09-04,Europe,Data Connector,Enterprise,3711.7,3
2025-09-04,North America,Dashboard Builder,Enterprise,4128.51,1
2025-09-04,Europe,Insight Pro,Mid-Market,1255.9,6
2025-09-04,North America,Analytics Suite,SMB,251.02,5
2025-09-04,Europe,Data Connector,SMB,202.67,3
2025-09-04,Europe,Insight Pro,Mid-Market,1443.02,1
2025-09-04,LATAM,Analytics Suite,SMB,171.57,1
2025-09-04,North America,Dashboard Builder,SMB,224.16,2
2025-09-04,North America,Insight Pro,SMB,308.49,1
2025-09-05,Europe,Analytics Suite,SMB,264.72,1
2025-09-05,Europe,Dashboard Builder,Mid-Market,824.36,2
2025-09-05,Europe,Analytics Suite,Mid-Market,468.03,3
2025-09-05,North America,Dashboard Builder,SMB,278.17,4
2025-09-05,North America,Insight Pro,Mid-Market,1226.94,7
2025-09-05,North America,Analytics Suite,SMB,278.21,2
2025-09-05,North America,Data Connector,Mid-Market,842.42,5
2025-09-06,North America,Insight Pro,Mid-Market,842.64,1
2025-09-06,North America,Analytics Suite,SMB,383.43,2
2025-09-06,Europe,Analytics Suite,Mid-Market,1136.0,2
2025-09-06,North America,Dashboard Builder,Mid-Market,1688.49,5
2025-09-06,North America,Dashboard Builder,SMB,223.76,5
2025-09-06,Europe,Insight Pro,Mid-Market,744.7,3
2025-09-06,APAC,Analytics Suite,Enterprise,3164.81,1
2025-09-06,North America,Analytics Suite,SMB,199.32,1
2025-09-06,North America,Dashboard Builder,Mid-Market,1706.22,1
2025-09-07,North America,Analytics Suite,Enterprise,3137.0,1
2025-09-07,Europe,Dashboard Builder,Mid-Market,1158.09,2
2025-09-07,LATAM,Dashboard Builder,Mid-Market,1017.69,4
2025-09-07,Europe,Analytics Suite,Enterprise,4596.52,1
2025-09-07,LATAM,Analytics Suite,Mid-Market,1239.13,5
2025-09-07,LATAM,Insight Pro,SMB,204.45,2
2025-09-08,APAC,Data Connector,Mid-Market,1071.65,1
2025-09-08,Europe,Dashboard Builder,Mid-Market,1274.15,2
2025-09-08,LATAM,Dashboard Builder,Enterprise,2568.0,1
2025-09-08,North America,Dashboard Builder,Enterprise,4093.28,1
2025-09-08,North America,Dashboard Builder,SMB,325.6,3
2025-09-08,LATAM,Data Connector,Enterprise,2198.44,2
2025-09-08,APAC,Insight Pro,Enterprise,2247.55,1
2025-09-09,LATAM,Insight Pro,Enterprise,4743.86,1
2025-09-09,North America,Analytics Suite,Enterprise,3137.27,1
2025-09-09,North America,Insight Pro,Mid-Market,488.71,2
2025-09-09,APAC,Analytics Suite,SMB,356.01,2
2025-09-09,LATAM,Dashboard Builder,Mid-Market,1037.28,5
2025-09-09,LATAM,Insight Pro,Mid-Market,1365.18,1
2025-09-09,North America,Insight Pro,SMB,305.64,2
2025-09-09,Europe,Dashboard Builder,Enterprise,4904.85,1
2025-09-10,North America,Insight Pro,Mid-Market,809.36,3
2025-09-10,LATAM,Dashboard Builder,SMB,153.1,4
2025-09-10,LATAM,Analytics Suite,Enterprise,3909.82,1
2025-09-10,North America,Dashboard Builder,SMB,183.57,4
2025-09-10,North America,Insight Pro,SMB,304.07,4
2025-09-10,Europe,Dashboard Builder,Enterprise,4100.96,1
2025-09-10,North America,Dashboard Builder,Mid-Market,1191.33,4
2025-09-11,APAC,Data Connector,Enterprise,2740.24,2
2025-09-11,North America,Analytics Suite,SMB,306.51,3
2025-09-11,North America,Insight Pro,Mid-Market,1235.03,3
2025-09-11,North America,Analytics Suite,SMB,186.27,1
2025-09-11,APAC,Dashboard Builder,Enterprise,2254.78,1
2025-09-12,APAC,Analytics Suite,SMB,270.36,5
2025-09-12,APAC,Analytics Suite,Mid-Market,1011.95,2
2025-09-12,Europe,Analytics Suite,Mid-Market,881.05,3
2025-09-12,North America,Dashboard Builder,Mid-Market,796.38,5
2025-09-12,Europe,Analytics Suite,SMB,353.3,1
2025-09-12,North America,Insight Pro,SMB,408.0,3
2025-09-12,Europe,Analytics Suite,Mid-Market,857.48,5
2025-09-12,North America,Data Connector,Enterprise,1843.15,1
2025-09-12,Europe,Analytics Suite,SMB,299.89,1
2025-09-12,Europe,Insight Pro,SMB,132.45,1
2025-09-13,APAC,Dashboard Builder,SMB,266.76,5
2025-09-13,North America,Analytics Suite,SMB,280.07,1
2025-09-13,North America,Analytics Suite,Enterprise,4108.8,1
2025-09-13,North America,Analytics Suite,Mid-Market,783.68,3
2025-09-13,North America,Analytics Suite,Enterprise,3696.25,4
2025-09-14,Europe,Data Connector,Mid-Market,1326.86,4
2025-09-14,North America,Insight Pro,Enterprise,2659.07,1
2025-09-14,APAC,Data Connector,Mid-Market,1031.33,2
2025-09-14,North America,Dashboard Builder,SMB,349.85,6
2025-09-14,Europe,Dashboard Builder,Mid-Market,794.52,1
2025-09-14,APAC,Insight Pro,SMB,222.55,6
2025-09-14,North America,Dashboard Builder,Enterprise,4049.62,1
2025-09-14,LATAM,Insight Pro,Enterprise,3921.39,1
2025-09-14,Europe,Analytics Suite,SMB,321.03,3
2025-09-14,APAC,Insight Pro,Enterprise,3596.91,1
2025-09-15,Europe,Data Connector,SMB,295.61,1
2025-09-15,APAC,Analytics Suite,SMB,60.19,4
2025-09-15,LATAM,Insight Pro,SMB,461.19,3
2025-09-15,APAC,Insight Pro,Mid-Market,1483.71,6
2025-09-16,Europe,Data Connector,Mid-Market,1038.15,4
2025-09-16,North America,Data Connector,Mid-Market,983.24,5
2025-09-16,LATAM,Data Connector,Mid-Market,1208.14,1
2025-09-16,Europe,Analytics Suite,SMB,292.49,3
2025-09-16,Europe,Insight Pro,SMB,220.47,6
2025-09-16,North America,Data Connector,SMB,208.26,3
2025-09-17,APAC,Data Connector,Enterprise,4855.51,1
2025-09-17,North America,Data Connector,Mid-Market,824.62,2
2025-09-17,Europe,Dashboard Builder,SMB,229.72,3
2025-09-18,North America,Dashboard Builder,Enterprise,4050.37,1
2025-09-19,Europe,Dashboard Builder,Enterprise,2322.42,1
2025-09-19,Europe,Data Connector,Mid-Market,951.84,3
2025-09-19,LATAM,Analytics Suite,SMB,268.99,3
2025-09-19,Europe,Insight Pro,SMB,239.31,1
2025-09-19,North America,Insight Pro,Enterprise,3806.74,3
2025-09-19,North America,Dashboard Builder,Enterprise,2569.13,1
2025-09-19,LATAM,Dashboard Builder,Enterprise,3718.42,1
2025-09-20,APAC,Dashboard Builder,SMB,249.34,3
2025-09-20,North America,Dashboard Builder,SMB,143.21,2
2025-09-20,Europe,Analytics Suite,Enterprise,3086.43,3
2025-09-20,APAC,Dashboard Builder,SMB,387.72,1
2025-09-20,APAC,Analytics Suite,Mid-Market,868.84,4
2025-09-20,North America,Data Connector,Enterprise,3546.53,1
2025-09-20,North America,Dashboard Builder,Enterprise,4748.16,1
2025-09-20,Europe,Analytics Suite,Mid-Market,1249.9,3
2025-09-21,Europe,Dashboard Builder,Mid-Market,730.57,4
2025-09-21,Europe,Analytics Suite,Mid-Market,1206.64,3
2025-09-21,North America,Analytics Suite,Mid-Market,1246.47,4
2025-09-21,APAC,Analytics Suite,Enterprise,2410.95,1
2025-09-21,APAC,Insight Pro,Enterprise,5189.32,1
2025-09-21,North America,Analytics Suite,Mid-Market,1405.32,2
2025-09-21,North America,Dashboard Builder,Enterprise,2888.46,1
2025-09-22,North America,Data Connector,SMB,337.22,1
2025-09-22,North America,Insight Pro,Enterprise,5146.67,1
2025-09-22,North America,Data Connector,SMB,195.18,5
2025-09-22,APAC,Dashboard Builder,SMB,303.18,1
2025-09-22,North America,Analytics Suite,Mid-Market,1219.31,1
2025-09-22,North America,Dashboard Builder,SMB,374.55,2
2025-09-23,North America,Analytics Suite,Enterprise,2153.52,2
2025-09-23,North America,Analytics Suite,SMB,285.75,4
2025-09-23,Europe,Insight Pro,Enterprise,3527.01,1
2025-09-23,APAC,Insight Pro,Enterprise,2878.25,1
2025-09-23,North America,Insight Pro,SMB,256.53,1
2025-09-23,North America,Analytics Suite,SMB,50.0,3
2025-09-24,North America,Analytics Suite,Mid-Market,1170.89,4
2025-09-24,APAC,Dashboard Builder,Enterprise,3239.12,1
2025-09-24,LATAM,Dashboard Builder,SMB,263.68,1
2025-09-24,Europe,Insight Pro,SMB,169.52,3
2025-09-24,North America,Analytics Suite,Mid-Market,813.34,1
2025-09-24,LATAM,Data Connector,Mid-Market,963.16,1
2025-09-25,Europe,Data Connector,Mid-Market,1224.61,5
2025-09-25,LATAM,Analytics Suite,Enterprise,2729.93,1
2025-09-25,North America,Data Connector,SMB,281.77,1
2025-09-25,LATAM,Dashboard Builder,SMB,253.48,4
2025-09-25,North America,Insight Pro,SMB,314.67,3
2025-09-25,North America,Data Connector,Enterprise,2213.85,1
2025-09-26,North America,Insight Pro,Mid-Market,1637.5,1
2025-09-26,North America,Data Connector,Enterprise,3366.14,2
2025-09-26,APAC,Data Connector,SMB,361.92,1
2025-09-26,Europe,Data Connector,Mid-Market,1189.65,6
2025-09-26,APAC,Analytics Suite,Mid-Market,882.52,5
2025-09-26,North America,Dashboard Builder,Mid-Market,553.4,3
2025-09-26,APAC,Analytics Suite,Enterprise,3334.24,2
2025-09-26,Europe,Analytics Suite,Mid-Market,1009.52,3
2025-09-26,Europe,Insight Pro,Mid-Market,1008.15,2
2025-09-27,North America,Insight Pro,Mid-Market,904.22,5
2025-09-27,Europe,Data Connector,Mid-Market,1129.67,3
2025-09-27,APAC,Insight Pro,Mid-Market,881.3,7
2025-09-27,Europe,Insight Pro,SMB,189.79,5
2025-09-27,LATAM,Analytics Suite,Enterprise,2196.74,1
2025-09-27,Europe,Insight Pro,Mid-Market,1083.42,2
2025-09-27,North America,Insight Pro,Mid-Market,944.44,1
2025-09-27,APAC,Dashboard Builder,Enterprise,4432.31,1
2025-09-27,APAC,Insight Pro,Mid-Market,882.54,5
2025-09-28,North America,Data Connector,Mid-Market,1086.85,2
2025-09-28,Europe,Analytics Suite,Mid-Market,943.32,4
2025-09-28,North America,Analytics Suite,SMB,121.65,2
2025-09-29,Europe,Data Connector,SMB,159.67,1
2025-09-29,North America,Analytics Suite,Mid-Market,943.91,1
2025-09-29,Europe,Data Connector,SMB,236.82,2
2025-09-29,Europe,Dashboard Builder,Enterprise,3456.57,1
2025-09-29,Europe,Dashboard Builder,SMB,200.96,2
2025-09-29,North America,Insight Pro,SMB,118.01,2
2025-09-29,Europe,Insight Pro,SMB,147.39,2
2025-09-29,APAC,Analytics Suite,Enterprise,2937.14,4
2025-09-30,LATAM,Analytics Suite,Mid-Market,1032.64,1
2025-09-30,Europe,Analytics Suite,SMB,187.6,2
2025-09-30,APAC,Insight Pro,Enterprise,3918.07,1
2025-09-30,LATAM,Analytics Suite,Mid-Market,1122.86,6
2025-09-30,Europe,Insight Pro,Mid-Market,1267.05,6
2025-09-30,North America,Analytics Suite,Enterprise,2964.96,1
2025-09-30,North America,Dashboard Builder,SMB,174.55,3
2025-09-30,North America,Data Connector,Mid-Market,1166.39,1
2025-09-30,LATAM,Analytics Suite,Mid-Market,789.83,2
2025-10-01,North America,Insight Pro,Mid-Market,1244.19,4
2025-10-01,LATAM,Insight Pro,Mid-Market,1269.65,3
2025-10-01,Europe,Dashboard Builder,SMB,243.5,3
2025-10-01,North America,Data Connector,Enterprise,3668.06,1
2025-10-01,LATAM,Analytics Suite,SMB,234.85,1
2025-10-02,APAC,Data Connector,SMB,181.08,1
2025-10-02,North America,Analytics Suite,Enterprise,2386.9,1
2025-10-02,APAC,Analytics Suite,Enterprise,3190.71,1
2025-10-02,Europe,Dashboard Builder,Enterprise,4165.12,1
2025-10-02,Europe,Data Connector,Mid-Market,923.03,1
2025-10-02,North America,Analytics Suite,Mid-Market,1132.85,1
2025-10-02,Europe,Insight Pro,Mid-Market,921.05,3
2025-10-02,APAC,Data Connector,SMB,221.69,5
2025-10-02,Europe,Insight Pro,Enterprise,3575.84,2
2025-10-02,APAC,Insight Pro,Mid-Market,1012.48,3
2025-10-03,Europe,Insight Pro,Mid-Market,954.16,3
2025-10-03,APAC,Data Connector,Mid-Market,1070.52,4
2025-10-03,LATAM,Insight Pro,Enterprise,2255.29,1
2025-10-03,Europe,Dashboard Builder,SMB,270.32,1
2025-10-03,APAC,Insight Pro,Mid-Market,1051.17,6
2025-10-03,APAC,Insight Pro,Enterprise,2853.79,1
2025-10-03,APAC,Insight Pro,Mid-Market,827.3,4
2025-10-04,North America,Data Connector,SMB,317.52,4
2025-10-04,North America,Dashboard Builder,Enterprise,2391.06,1
2025-10-04,North America,Data Connector,SMB,210.68,3
2025-10-04,North America,Insight Pro,Enterprise,2909.07,1
2025-10-04,North America,Data Connector,SMB,224.12,4
2025-10-04,APAC,Dashboard Builder,SMB,254.81,6
2025-10-04,North America,Dashboard Builder,Mid-Market,1027.03,3
2025-10-05,Europe,Analytics Suite,SMB,251.55,5
2025-10-05,Europe,Dashboard Builder,Mid-Market,1379.98,4
2025-10-05,APAC,Dashboard Builder,Mid-Market,514.05,2
2025-10-05,North America,Analytics Suite,Mid-Market,886.9,4
2025-10-05,LATAM,Insight Pro,SMB,202.89,3
2025-10-06,North America,Analytics Suite,Mid-Market,814.02,2
2025-10-06,Europe,Insight Pro,SMB,116.21,3
2025-10-06,North America,Dashboard Builder,Enterprise,3031.13,1
2025-10-07,APAC,Dashboard Builder,Enterprise,2297.67,1
2025-10-07,North America,Analytics Suite,SMB,332.21,3
2025-10-07,Europe,Insight Pro,Enterprise,2187.53,1
2025-10-07,North America,Data Connector,Mid-Market,817.56,5
2025-10-07,APAC,Dashboard Builder,SMB,322.21,1
2025-10-07,Europe,Insight Pro,Mid-Market,1288.77,4
2025-10-07,APAC,Insight Pro,SMB,194.21,6
2025-10-07,Europe,Analytics Suite,SMB,110.91,2
2025-10-08,North America,Analytics Suite,SMB,396.56,1
2025-10-08,APAC,Analytics Suite,Enterprise,3426.28,1
2025-10-08,North America,Dashboard Builder,Enterprise,2954.89,1
2025-10-08,APAC,Analytics Suite,Enterprise,2625.64,1
2025-10-08,North America,Insight Pro,Mid-Market,1285.24,2
2025-10-08,Europe,Insight Pro,Enterprise,4087.97,2
2025-10-08,Europe,Dashboard Builder,Mid-Market,980.36,1
2025-10-08,APAC,Insight Pro,SMB,202.47,7
2025-10-09,North America,Data Connector,Mid-Market,1484.56,4
2025-10-09,LATAM,Dashboard Builder,Enterprise,3400.29,1
2025-10-09,North America,Dashboard Builder,Mid-Market,466.35,2
2025-10-09,Europe,Dashboard Builder,Mid-Market,812.36,3
2025-10-09,APAC,Data Connector,Enterprise,3146.32,2
2025-10-09,LATAM,Dashboard Builder,Enterprise,4899.49,1
2025-10-09,APAC,Analytics Suite,Enterprise,4276.73,1
2025-10-10,APAC,Dashboard Builder,SMB,274.0,4
2025-10-10,APAC,Dashboard Builder,Mid-Market,850.62,2
2025-10-10,Europe,Dashboard Builder,Mid-Market,929.94,4
2025-10-11,North America,Data Connector,SMB,465.8,1
2025-10-11,North America,Analytics Suite,Mid-Market,1251.01,1
2025-10-11,Europe,Insight Pro,Mid-Market,1444.07,4
2025-10-11,Europe,Data Connector,Enterprise,2247.49,3
2025-10-11,Europe,Insight Pro,Enterprise,2387.2,1
2025-10-11,APAC,Data Connector,Enterprise,3377.32,1
2025-10-11,APAC,Dashboard Builder,SMB,299.75,3
2025-10-12,North America,Analytics Suite,SMB,260.38,4
2025-10-12,North America,Insight Pro,Mid-Market,493.51,3
2025-10-12,APAC,Analytics Suite,SMB,262.53,4
2025-10-12,Europe,Dashboard Builder,SMB,311.84,2
2025-10-12,APAC,Data Connector,Mid-Market,914.84,4
2025-10-12,North America,Insight Pro,Enterprise,3015.0,1
2025-10-12,APAC,Insight Pro,SMB,299.16,2
2025-10-12,North America,Data Connector,Enterprise,2863.76,1
2025-10-12,Europe,Insight Pro,Mid-Market,1215.48,8
2025-10-12,North America,Insight Pro,SMB,244.39,2
2025-10-13,LATAM,Data Connector,SMB,202.47,2
2025-10-13,North America,Data Connector,SMB,329.21,3
2025-10-13,North America,Insight Pro,Enterprise,3209.28,1
2025-10-13,North America,Insight Pro,Enterprise,3137.91,1
2025-10-13,North America,Data Connector,SMB,230.54,2
2025-10-14,Europe,Analytics Suite,Mid-Market,660.51,3
2025-10-14,North America,Analytics Suite,SMB,147.15,3
2025-10-14,Europe,Analytics Suite,SMB,200.41,6
2025-10-15,LATAM,Insight Pro,Enterprise,3001.38,1
2025-10-15,North America,Analytics Suite,SMB,282.02,2
2025-10-15,Europe,Analytics Suite,SMB,323.81,3
2025-10-15,North America,Data Connector,SMB,223.84,2
2025-10-15,North America,Dashboard Builder,SMB,266.48,3
2025-10-16,North America,Insight Pro,Mid-Market,1441.46,3
2025-10-16,Europe,Dashboard Builder,Mid-Market,1351.78,1
2025-10-16,North America,Dashboard Builder,SMB,198.83,1
2025-10-16,Europe,Analytics Suite,Enterprise,2057.87,2
2025-10-16,APAC,Dashboard Builder,SMB,305.86,1
2025-10-16,North America,Data Connector,Mid-Market,742.97,4
2025-10-16,Europe,Data Connector,SMB,151.56,1
2025-10-16,APAC,Dashboard Builder,Enterprise,2311.94,1
2025-10-17,Europe,Insight Pro,Mid-Market,922.97,4
2025-10-17,APAC,Analytics Suite,Enterprise,5232.25,1
2025-10-17,Europe,Analytics Suite,Enterprise,3622.89,1
2025-10-17,LATAM,Data Connector,Mid-Market,1064.44,2
2025-10-17,Europe,Insight Pro,Enterprise,4682.18,1
2025-10-17,North America,Insight Pro,Enterprise,3727.78,1
2025-10-17,Europe,Data Connector,Enterprise,4180.65,1
2025-10-17,LATAM,Analytics Suite,Mid-Market,834.48,1
2025-10-17,North America,Analytics Suite,Enterprise,3148.58,1
2025-10-17,Europe,Data Connector,Mid-Market,1437.85,3
2025-10-17,APAC,Insight Pro,Mid-Market,1283.1,1
2025-10-17,LATAM,Insight Pro,Mid-Market,930.55,3
2025-10-17,North America,Data Connector,SMB,234.85,1
2025-10-18,APAC,Insight Pro,SMB,299.16,1
2025-10-18,Europe,Data Connector,Mid-Market,1106.77,1
2025-10-18,Europe,Analytics Suite,Enterprise,3449.53,1
2025-10-18,LATAM,Insight Pro,Enterprise,3656.26,2
2025-10-18,Europe,Dashboard Builder,Enterprise,2180.04,3
2025-10-18,Europe,Data Connector,Mid-Market,622.21,7
2025-10-19,North America,Dashboard Builder,Enterprise,3962.45,1
2025-10-19,North America,Insight Pro,Mid-Market,1185.8,3
2025-10-19,APAC,Data Connector,SMB,204.3,6
2025-10-19,North America,Insight Pro,Mid-Market,1297.75,3
2025-10-19,Europe,Dashboard Builder,Mid-Market,1251.05,3
2025-10-19,APAC,Dashboard Builder,Mid-Market,897.76,4
2025-10-20,APAC,Insight Pro,Enterprise,3066.7,1
2025-10-20,Europe,Analytics Suite,SMB,253.17,5
2025-10-20,APAC,Data Connector,SMB,238.24,3
2025-10-20,APAC,Data Connector,SMB,178.5,4
2025-10-20,Europe,Analytics Suite,SMB,295.45,4
2025-10-21,Europe,Analytics Suite,Enterprise,2088.73,2
2025-10-21,North America,Analytics Suite,Enterprise,3275.22,2
2025-10-21,North America,Insight Pro,Mid-Market,1397.98,2
2025-10-21,LATAM,Analytics Suite,SMB,285.69,6
2025-10-21,North America,Dashboard Builder,Enterprise,1964.12,1
2025-10-21,Europe,Data Connector,SMB,231.11,3
2025-10-21,North America,Analytics Suite,Enterprise,3535.04,1
2025-10-21,North America,Data Connector,Mid-Market,701.44,5
2025-10-21,North America,Dashboard Builder,Mid-Market,908.85,7
2025-10-21,APAC,Analytics Suite,SMB,314.65,5
2025-10-22,LATAM,Analytics Suite,SMB,201.16,6
2025-10-22,LATAM,Insight Pro,SMB,256.84,3
2025-10-22,North America,Dashboard Builder,Mid-Market,1150.76,3
2025-10-22,North America,Insight Pro,Enterprise,3633.5,1
2025-10-22,Europe,Data Connector,SMB,304.04,4
2025-10-22,Europe,Data Connector,SMB,251.57,2
2025-10-22,North America,Dashboard Builder,Enterprise,2585.41,1
2025-10-23,Europe,Insight Pro,Enterprise,2793.85,1
2025-10-23,Europe,Analytics Suite,Mid-Market,1322.43,3
2025-10-23,Europe,Insight Pro,SMB,290.82,3
2025-10-23,Europe,Analytics Suite,SMB,476.35,2
2025-10-23,North America,Dashboard Builder,Mid-Market,1249.36,1
2025-10-23,North America,Data Connector,Enterprise,3761.08,1
2025-10-23,APAC,Analytics Suite,Mid-Market,949.69,4
2025-10-24,Europe,Analytics Suite,Enterprise,3304.7,2
2025-10-24,Europe,Analytics Suite,SMB,335.29,3
2025-10-24,Europe,Insight Pro,Mid-Market,1140.26,6
2025-10-24,Europe,Analytics Suite,Enterprise,3805.43,1
2025-10-24,APAC,Data Connector,Mid-Market,1093.53,1
2025-10-24,APAC,Insight Pro,SMB,288.37,2
2025-10-25,Europe,Analytics Suite,Enterprise,4816.92,1
2025-10-25,Europe,Dashboard Builder,Enterprise,2768.63,2
2025-10-25,LATAM,Dashboard Builder,SMB,302.0,4
2025-10-25,APAC,Dashboard Builder,Enterprise,2728.91,3
2025-10-25,APAC,Data Connector,Mid-Market,705.98,3
2025-10-25,Europe,Analytics Suite,Enterprise,3634.29,1
2025-10-26,North America,Data Connector,Enterprise,2383.23,1
2025-10-26,North America,Analytics Suite,Mid-Market,704.8,1
2025-10-26,Europe,Insight Pro,SMB,169.6,2
2025-10-26,APAC,Analytics Suite,Mid-Market,1734.45,3
2025-10-26,North America,Dashboard Builder,Mid-Market,962.94,5
2025-10-26,North America,Dashboard Builder,Enterprise,4039.25,1
2025-10-26,North America,Dashboard Builder,Mid-Market,1283.06,1
2025-10-26,APAC,Analytics Suite,Enterprise,3597.05,2
2025-10-26,APAC,Data Connector,Enterprise,3573.76,1
2025-10-27,APAC,Dashboard Builder,Mid-Market,955.98,2
2025-10-27,APAC,Data Connector,Mid-Market,996.76,3
2025-10-27,North America,Data Connector,Enterprise,2677.4,1
2025-10-27,Europe,Insight Pro,Mid-Market,1303.76,1
2025-10-27,North America,Insight Pro,Mid-Market,1275.48,3
2025-10-27,APAC,Data Connector,Mid-Market,915.16,4
2025-10-27,North America,Insight Pro,Mid-Market,791.87,4
2025-10-27,APAC,Insight Pro,Enterprise,4083.61,1
2025-10-27,Europe,Data Connector,Mid-Market,795.18,2
2025-10-27,LATAM,Data Connector,Mid-Market,874.57,5
